CustomerState;CustomerSurname;CustomerFirstname;NumberOfTransactions;MinAmount;MaxAmount;AverageAmount;SumOfAmounts
Kentucky;Pyatt;Celine;3;170.32;929.70;509.18;1527.54
Kentucky;Quach;Larisa;5;328.46;967.85;545.16;2725.81
Kentucky;Rainosek;Melody;6;38.56;785.75;391.23;2347.38
Kentucky;Randell;Earline;3;431.39;514.07;481.70;1445.09
Kentucky;Raphael;Marian;8;222.37;873.00;485.81;3886.49
Kentucky;Ravinsky;Yolanda;4;60.67;709.22;244.61;978.43
Kentucky;Record;Jobe;9;129.57;577.63;348.51;3136.57
Kentucky;Reed;Kurt;5;150.70;767.74;480.42;2402.12
Kentucky;Reichert;F.;3;294.96;686.78;437.46;1312.39
Kentucky;Rhiger;Lorna;4;637.77;928.39;797.95;3191.79
Kentucky;Roberson;Emma;3;705.27;860.91;802.81;2408.42
Kentucky;Rodriguez;Sierra;5;215.93;865.64;676.36;3381.81
Kentucky;Rognmoe;M. Robin;4;122.56;631.33;363.39;1453.56
Kentucky;Rutherford;Phil;3;162.08;730.30;403.98;1211.94
Kentucky;Rybolt;G. Barry;3;498.11;785.85;650.82;1952.47
Kentucky;Sallee;Rosa;10;328.21;998.40;661.60;6616.04
Kentucky;Sammons;Shawnda;6;177.00;969.16;564.62;3387.70
Kentucky;Sample;Sunne;6;99.30;800.72;474.51;2847.08
Kentucky;Sandage;Chanin;4;247.02;863.19;530.40;2121.59
Kentucky;Saxton;Heidie;3;390.90;606.42;476.44;1429.32
Kentucky;Schaidt;Rosetta;8;195.64;558.75;384.81;3078.44
Kentucky;Schilleroff;Eula;6;176.60;838.71;471.99;2831.94
Kentucky;Schlund;Simon;2;314.23;483.65;398.94;797.88
Kentucky;Schwaab;Jodan;4;269.03;927.81;574.89;2299.56
Kentucky;Seals;Aranda;7;221.04;901.38;557.19;3900.30
Kentucky;Shaffett;Homer;7;249.50;545.67;393.65;2755.54
Kentucky;Shanklin;Marianna;3;254.49;832.31;637.15;1911.46
Kentucky;Shaw;Gretchen;9;232.98;971.07;532.92;4796.26
Kentucky;Shehorn;Delbert;4;279.93;877.07;608.02;2432.09
Kentucky;Shelton;Rex;6;74.02;756.64;403.86;2423.17
Kentucky;Skeens;Jeffrey;7;324.93;952.14;680.73;4765.13
Kentucky;Skewes;Lowell;9;118.77;972.66;572.02;5148.16
Kentucky;Sloan;Elanor;6;196.18;629.53;370.40;2222.38
Kentucky;Small;Ezra;3;158.47;917.17;412.16;1236.48
Kentucky;Smalley;Marcia;3;266.92;497.05;379.37;1138.12
Kentucky;Smith;Trevor;5;408.84;994.19;683.88;3419.41
Kentucky;Smock;Orville;2;549.96;881.57;715.77;1431.53
Kentucky;Spangenberg;Florianne;5;374.83;818.04;538.26;2691.31
Kentucky;Speidel;Sherry Lee;6;80.95;706.07;413.89;2483.33
Kentucky;Spero;Jayne;3;588.22;946.21;738.93;2216.78
Kentucky;Sprangs;Ernest;2;353.43;867.27;610.35;1220.70
Kentucky;Springfield;Domenic;4;219.92;987.26;624.69;2498.77
Kentucky;St.Clair;Nathan;7;116.91;958.45;607.14;4249.95
Kentucky;Stacks;Kris;4;482.94;924.78;748.37;2993.47
Kentucky;Stadfey;Leroy;6;23.47;768.97;367.81;2206.84
Kentucky;Stalker;Lemoyne;8;248.69;975.92;583.27;4666.14
Kentucky;Stange;Otilia;5;224.67;993.71;542.65;2713.26
Kentucky;Stanley;Caroline;2;224.54;357.08;290.81;581.62
Kentucky;Stanley;Walta;11;112.37;948.37;656.64;7223.00
Kentucky;Statton;Nattie;4;515.99;854.04;678.28;2713.11
Kentucky;Steichen;Hiram;6;58.41;740.02;474.00;2843.98
Kentucky;Steingraf;Jeffry;5;279.13;597.89;439.24;2196.22
Kentucky;Sticha;Barney;1;272.01;272.01;272.01;272.01
Kentucky;Stilfield;Ana-Marie;7;228.28;957.95;536.25;3753.72
Kentucky;Stolberg;Tomas;6;25.93;966.66;592.57;3555.41
Kentucky;Strehlitz;Fraidon;5;33.83;858.26;420.75;2103.73
Kentucky;Stronz;Sasha;5;538.51;899.19;714.17;3570.84
Kentucky;Strou;Larisa;5;60.26;867.44;395.51;1977.54
Kentucky;Styers;Cletus;2;658.49;664.25;661.37;1322.74
Kentucky;Suazo;Della;6;57.77;977.01;336.36;2018.17
Kentucky;Suffin;Marlin;2;176.49;260.86;218.68;437.35
Kentucky;Sumdstrom;Ruthe;3;182.34;629.88;341.68;1025.03
Kentucky;Swanson;Valen;5;560.38;861.97;771.93;3859.64
Kentucky;Swenson;Kerry;7;234.52;739.38;553.32;3873.23
Kentucky;Tanyao;Agustin;2;345.99;871.46;608.73;1217.45
Kentucky;Tarleton;Candida;12;20.70;977.71;535.49;6425.92
Kentucky;Taro;Jerilyn;5;51.16;960.98;401.11;2005.54
Kentucky;Tebo;Jenifer;5;62.76;987.86;360.65;1803.26
Kentucky;Tedford;Dorene;2;646.28;966.94;806.61;1613.22
Kentucky;Tejeda;Natasha;10;34.73;910.99;467.32;4673.21
Kentucky;Thames;Mari;5;330.68;513.89;395.65;1978.23
Kentucky;Thayer;Gerry;3;186.12;479.99;318.09;954.26
Kentucky;Thistleton;Terri;6;92.96;914.05;473.66;2841.94
Kentucky;Tikotsky;Pilar;6;36.33;579.14;321.67;1930.02
Kentucky;Todoroff;Dinah;7;81.96;880.69;454.08;3178.59
Kentucky;Tomlinson;Hazel;6;207.28;931.30;433.39;2600.34
Kentucky;Tourte;Philomina;5;387.60;884.99;625.74;3128.72
Kentucky;Tramel;Reiko;4;80.67;830.24;340.48;1361.91
Kentucky;Trembath;Ariana;6;43.26;968.36;316.19;1897.16
Kentucky;Tresca;Bernice;6;355.34;994.98;707.24;4243.44
Kentucky;Trost;Sue;5;355.21;963.20;722.28;3611.39
Kentucky;Trost;Trevor;5;95.43;958.70;577.61;2888.06
Kentucky;Trumbull;Jeanine;4;151.68;998.31;638.35;2553.40
Kentucky;Tubbs;Orville;5;259.73;998.29;500.43;2502.17
Kentucky;Tullos;Marge;3;392.26;935.54;676.89;2030.68
Kentucky;Tung;Colene;2;231.41;811.88;521.64;1043.29
Kentucky;Turcios;Verla;5;478.12;855.35;606.51;3032.54
Kentucky;Ure;Karin;8;76.70;842.71;462.81;3702.51
Kentucky;Van Attenhoven;Malia;8;85.25;989.63;528.05;4224.38
Kentucky;Van Lee;Fusako;5;135.37;920.08;513.54;2567.72
Kentucky;VanHarn;Francine;6;208.68;865.92;561.99;3371.93
Kentucky;Vandermey;Clay;5;187.59;997.02;653.42;3267.09
Kentucky;Vankleef;Chiao;5;34.70;835.43;496.05;2480.23
Kentucky;Veistracten;Lemoyne;1;667.59;667.59;667.59;667.59
Kentucky;Verity;Ken;6;253.39;952.34;716.50;4299.02
Kentucky;Versteeg;Bobb;7;145.83;927.79;587.53;4112.74
Kentucky;Vlass;Jake;3;20.13;936.52;434.09;1302.28
Kentucky;Vonholt;Davida;6;332.56;946.86;687.30;4123.77
Kentucky;Vrins;Maria;5;55.55;847.20;504.25;2521.27
Kentucky;Waddle;Hezzie;6;64.91;908.03;549.29;3295.73
Kentucky;Wagner;Debbie;5;40.17;995.25;553.13;2765.67
Kentucky;Wagner;Rush;4;474.56;817.48;695.33;2781.32
Kentucky;Waksdale;Margorie;5;280.99;967.61;686.21;3431.04
Kentucky;Watanuki;Clark;3;652.32;881.00;752.82;2258.45
Kentucky;Watkins;Robrt;3;263.29;912.82;542.14;1626.42
Kentucky;Wecker;Thadeus;9;93.47;856.62;491.46;4423.16
Kentucky;Wegman;Jenetta;5;213.57;926.07;618.51;3092.57
Kentucky;Weibert;Inge;13;90.80;941.49;505.43;6570.53
Kentucky;Weiskirch;Doyle;10;179.53;948.06;527.07;5270.71
Kentucky;Wells;Preston;3;59.13;508.05;302.89;908.68
Kentucky;Werber;Pas;4;180.24;714.14;444.50;1777.99
Kentucky;Werner;Joey;8;99.53;548.00;362.14;2897.12
Kentucky;Westfall;Royanne;9;22.71;800.08;504.45;4540.02
Kentucky;Wetzel;Walker;5;416.21;938.22;738.50;3692.52
Kentucky;Wharton;Kortney;6;155.92;909.94;380.76;2284.55
Kentucky;Whelchel;Madeline;4;304.46;796.91;547.88;2191.52
Kentucky;Whittington;Clair;1;187.64;187.64;187.64;187.64
Kentucky;Wickham;Lester;5;258.52;854.20;502.75;2513.76
Kentucky;Wiggins;Kali;4;103.08;667.63;429.07;1716.28
Kentucky;Willliams;Isaiah;6;21.12;609.12;344.34;2066.04
Kentucky;Wojcik;Carmen;1;585.48;585.48;585.48;585.48
Kentucky;Wolf;Brooke;5;155.44;698.57;353.61;1768.05
Kentucky;Wolski;Deirdre;5;38.86;945.16;555.19;2775.94
Kentucky;Wolter;Daniella;3;263.27;915.13;568.48;1705.43
Kentucky;Woodrow;Fabian;4;223.49;955.81;721.83;2887.30
Kentucky;Works;Walta;4;101.92;642.10;362.72;1450.89
Kentucky;Yemple;Sali;7;267.63;911.77;663.40;4643.79
Kentucky;Young;Ian;6;23.01;955.75;482.33;2893.97
Kentucky;Younge;Laura;2;251.15;764.66;507.90;1015.81
Kentucky;Zeckzer;Ester;3;586.99;889.06;787.83;2363.48
Kentucky;Zehr;Monteze;6;75.78;998.14;612.12;3672.74
Kentucky;Zingarelli;Joanne;3;221.81;957.77;660.76;1982.28
Kentucky;Zymd;Diane;6;172.18;882.31;648.29;3889.76
Louisiana;Abalos;Vartkes;3;166.74;906.33;584.59;1753.77
Louisiana;Abbott;Eudell;4;338.69;908.35;686.21;2744.82
Louisiana;Abeyta;Pasquale;7;103.55;998.52;661.17;4628.17
Louisiana;Adkins;Denyse;4;42.35;539.72;317.97;1271.90
Louisiana;Affleck;Vina;8;62.09;965.48;501.44;4011.51
Louisiana;Agostini;Ronny;4;140.84;880.69;556.20;2224.82
Louisiana;Ahlberg;Talmadge;1;398.88;398.88;398.88;398.88
Louisiana;Albo;Mosha;6;38.36;867.69;411.96;2471.74
Louisiana;Aldridge;Michael John;5;213.40;939.70;597.81;2989.06
Louisiana;Allred;Conley;4;349.03;780.30;615.10;2460.40
Louisiana;Alm;Rosalia;4;764.42;945.99;860.32;3441.29
Louisiana;Almasie;Ted;5;78.81;552.93;358.53;1792.64
Louisiana;Almeida;Surinder;5;225.17;880.16;541.37;2706.83
Louisiana;Amburgey;Leonora;6;264.04;985.16;656.51;3939.06
Louisiana;Amland;Pat;8;183.87;859.01;592.52;4740.17
Louisiana;Andrada;Sharona;3;127.23;674.97;313.76;941.27
Louisiana;Angelo;Harriett;6;142.95;624.18;368.86;2213.17
Louisiana;Archilla;Arjeet;2;467.11;470.42;468.76;937.53
Louisiana;Archuleta;Lejeana;8;180.90;983.64;547.99;4383.91
Louisiana;Arrigo;Patrice;7;40.25;943.44;541.07;3787.49
Louisiana;Ashley;Nanette;7;185.78;908.75;619.71;4338.00
Louisiana;Ashton;Gerald;3;75.70;971.84;615.36;1846.08
Louisiana;Atteberry;Sheldon;5;251.52;831.79;557.74;2788.72
Louisiana;Austin;Pauline;4;414.68;913.75;616.15;2464.61
Louisiana;Ayers;Clay;2;493.30;553.65;523.48;1046.95
Louisiana;Azari;Lamont;6;65.36;777.85;381.72;2290.35
Louisiana;Babel;Jesse;5;173.88;772.76;523.94;2619.69
Louisiana;Bade;Carmella;3;194.21;987.00;704.86;2114.59
Louisiana;Baiji;J. Thomas;7;55.24;657.24;309.30;2165.11
Louisiana;Bakhtyari;Daphne;5;213.22;903.15;485.70;2428.49
Louisiana;Balchuck;Eileen;5;200.25;991.84;566.04;2830.21
Louisiana;Barbarelli;Chase;4;507.69;729.04;601.24;2404.96
Louisiana;Barlow;Aaron;6;235.13;701.56;504.24;3025.46
Louisiana;Barnum;Celestial;7;159.43;965.80;714.60;5002.19
Louisiana;Barrington;Wildon;4;436.93;973.09;717.09;2868.37
Louisiana;Baxter;J. Alvin;2;813.34;869.92;841.63;1683.26
Louisiana;Beebe;Marlow;9;41.45;826.47;298.99;2690.95
Louisiana;Beerbaum;Leonard;9;29.11;859.65;420.43;3783.87
Louisiana;Beltrame;Trini;7;142.58;754.07;483.02;3381.14
Louisiana;Beninati;Margareta;4;107.29;893.58;474.98;1899.92
Louisiana;Benton;Wendy;3;157.60;721.76;365.61;1096.82
Louisiana;Berick;Parmer;8;62.97;964.94;474.20;3793.57
Louisiana;Bernahola;Jenelle;4;293.35;920.54;541.91;2167.64
Louisiana;Bettis;Livia;5;312.57;991.28;564.17;2820.87
Louisiana;Bihl;Arlis (Billie);7;63.75;976.83;570.45;3993.15
Louisiana;Binai;Neoma;4;292.04;968.33;719.24;2876.97
Louisiana;Bitner;Claire;6;85.49;769.27;276.19;1657.13
Louisiana;Blackman;Arabelle;3;133.32;919.69;502.48;1507.44
Louisiana;Blackwell;Marlee;3;220.14;776.50;426.15;1278.46
Louisiana;Blechle;Hoon;7;144.79;951.76;523.44;3664.06
Louisiana;Bloomfeild;Sergio;5;45.42;931.14;489.85;2449.23
Louisiana;Bobetsky;Annmarie;6;197.29;893.93;671.76;4030.57
Louisiana;Bolte;Bill;7;342.22;938.10;642.81;4499.69
Louisiana;Booyer;DeeDee;8;57.78;929.71;427.35;3418.80
Louisiana;Boudreaux;Pam;5;206.86;756.87;406.40;2031.98
Louisiana;Bouiler;Jodie;9;35.54;888.49;405.70;3651.30
Louisiana;Bouvier;W. Michael;8;354.84;906.46;774.11;6192.85
Louisiana;Bowers;Foster;6;250.84;966.66;588.23;3529.39
Louisiana;Branston;Ragan;8;96.89;757.19;433.07;3464.58
Louisiana;Brennan;Dianne;4;35.87;694.48;370.11;1480.42
Louisiana;Brennan;Elvira;9;31.60;963.64;438.30;3944.70
Louisiana;Brindley;Debbie;2;107.11;908.15;507.63;1015.26
Louisiana;Briner;Tamara;6;149.69;989.26;641.97;3851.84
Louisiana;Brooks;Lauern;5;177.46;535.54;302.55;1512.74
Louisiana;Browqett;Alan;5;77.50;645.43;339.98;1699.92
Louisiana;Bruce;Grant;1;955.68;955.68;955.68;955.68
Louisiana;Brumagen;Lorene;2;550.69;815.21;682.95;1365.90
Louisiana;Bublitz;Oscar;4;35.02;581.62;373.74;1494.97
Louisiana;Buckhaults;Ruthe;4;213.52;939.00;488.17;1952.68
Louisiana;Bunn;Lawanda;6;84.33;836.55;359.15;2154.93
Louisiana;Bunyard;Dawn;3;450.64;865.33;709.70;2129.10
Louisiana;Bunyard;Karlee;8;195.73;906.29;591.99;4735.95
Louisiana;Bustillos;Mitchell;3;116.31;855.09;544.38;1633.15
Louisiana;Byerley;Glin;11;49.53;869.82;380.36;4183.96
Louisiana;Byrge;Elizabeth;4;62.94;927.80;479.76;1919.04
Louisiana;Byrge;L. Albert;2;635.79;746.04;690.91;1381.83
Louisiana;Byrne;Marinell;8;31.44;891.86;412.85;3302.78
Louisiana;Byrnes;Hedeliza;10;52.51;961.48;459.89;4598.92
Louisiana;Carara;Jacquline;5;147.37;711.37;464.85;2324.27
Louisiana;Cardana;Luis;4;198.20;831.62;493.61;1974.45
Louisiana;Cardenas;Miles;6;69.29;979.36;395.98;2375.88
Louisiana;Carlston;Bertha;10;29.28;940.96;455.17;4551.67
Louisiana;Carmody;Julie;5;250.91;861.64;503.24;2516.22
Louisiana;Carterbury;Gretel;4;221.49;919.29;492.38;1969.54
Louisiana;Casaus;Trinnette;4;56.08;410.41;205.80;823.20
Louisiana;Cavett;Rosalia;9;115.29;992.07;421.64;3794.72
Louisiana;Chamber;Dyana;6;360.83;880.02;634.87;3809.22
Louisiana;Chilimidos;Mustafa;4;291.83;777.02;578.79;2315.16
Louisiana;Cleary;Nannie;8;40.95;897.20;311.97;2495.74
Louisiana;Clemens;Cathie;8;158.21;741.50;409.18;3273.46
Louisiana;Cockrell;Davis;7;192.01;630.62;370.31;2592.16
Louisiana;Coder;Derrin;3;396.87;543.32;467.25;1401.75
Louisiana;Comer;Pilar;5;59.89;981.55;403.07;2015.37
Louisiana;Conant;Herold;6;92.04;891.69;404.20;2425.23
Louisiana;Conduff;Colleen;3;335.49;857.89;533.31;1599.94
Louisiana;Coniglio;Charlemagne;4;81.13;807.90;474.71;1898.84
Louisiana;Conner;Reeda;3;337.02;719.03;567.16;1701.48
Louisiana;Continente;Elisa;3;181.83;623.87;452.74;1358.22
Louisiana;Cowan;Alisha;8;77.59;902.88;572.98;4583.82
Louisiana;Crane;Kassandra;8;136.62;816.81;458.93;3671.42
Louisiana;Crow;Georgeane;7;127.87;943.66;627.10;4389.70
Louisiana;Dandurand;Sarita;3;567.41;965.21;755.31;2265.93
Louisiana;Deaton;Monk;4;149.88;999.18;561.29;2245.16
Louisiana;Debekker;Maryanne;4;216.36;610.12;361.59;1446.36
Louisiana;Debekker;Mike;4;63.21;961.94;401.51;1606.05
Louisiana;Degraaf;Huie Nook Yen;4;21.58;717.65;236.10;944.41
Louisiana;Delao;Leroy;13;75.79;964.71;582.79;7576.28
Louisiana;Dempsey;Colin;2;288.51;577.82;433.17;866.33
Louisiana;Dewell;Hillaine;6;125.90;722.88;421.66;2529.95
Louisiana;Doll;Stefanie;3;91.85;956.66;562.01;1686.03
Louisiana;Donathan;Adelaide;3;413.66;633.40;520.43;1561.28
Louisiana;Dorsch;Fred;8;144.58;966.89;492.36;3938.88
Louisiana;Downey;Elanor;5;51.05;801.96;406.26;2031.29
Louisiana;Driscole;Toni;4;205.92;952.55;589.37;2357.46
Louisiana;Dugan;Loyd;7;131.57;987.90;523.28;3662.96
Louisiana;Duplantis;Leonora;7;114.44;605.75;354.10;2478.69
Louisiana;Dysart;Jeffery;4;290.72;918.12;536.50;2146.01
Louisiana;Eberle;Irma;7;49.89;880.65;502.13;3514.89
Louisiana;Echols;Abi;9;234.47;995.72;484.98;4364.80
Louisiana;Edman;Jewel;3;73.39;658.73;328.64;985.91
Louisiana;Elms;Jaunita;1;776.33;776.33;776.33;776.33
Louisiana;Emanuele;Kristine;9;31.17;830.28;463.47;4171.19
Louisiana;Epling;Carolyn;9;239.71;758.13;467.01;4203.06
Louisiana;Ernst;Dean;8;32.12;943.30;452.40;3619.18
Louisiana;Esche;Harriett;7;265.39;920.78;571.14;3997.95
Louisiana;Fajardo;Carrie;7;121.57;517.77;313.06;2191.44
Louisiana;Farrell;Patty;4;184.27;573.66;411.67;1646.67
Louisiana;Faucette;Erelyn;4;509.21;767.57;641.05;2564.20
Louisiana;Fead;Stuart;1;34.06;34.06;34.06;34.06
Louisiana;Fehrle;Louisa;5;77.03;931.17;437.51;2187.53
Louisiana;Fenderbosch;Takeshi;1;703.50;703.50;703.50;703.50
Louisiana;Flagg;Loni;6;51.88;896.67;441.61;2649.65
Louisiana;Flick;Eula;4;124.69;995.93;429.87;1719.46
Louisiana;Frongillo;Jenetta;5;51.08;777.16;406.16;2030.79
Louisiana;Frost;Myka;3;149.77;782.69;530.70;1592.09
Louisiana;Fulton;Andro;4;37.61;749.39;392.25;1569.00
Louisiana;Gallup;Bryan;7;140.45;968.82;564.15;3949.07
Louisiana;Geha;Jody;3;142.64;438.00;292.73;878.18
Louisiana;Gerard;Vance;1;972.04;972.04;972.04;972.04
Louisiana;Gilliom;Kym;4;131.80;978.96;447.30;1789.19
Louisiana;Gilson;Darla;8;36.18;737.11;327.67;2621.37
Louisiana;Giron;Charlie;2;367.36;693.05;530.20;1060.41
Louisiana;Godinez;Leland;4;668.35;985.42;895.06;3580.25
Louisiana;Goff;Alexandra;6;44.18;788.33;502.25;3013.53
Louisiana;Goudreau;W.;6;61.60;870.58;334.78;2008.65
Louisiana;Gramstoff;Oran;4;113.74;935.16;420.19;1680.77
Louisiana;Gramstorff;Geraldine;2;59.92;948.89;504.40;1008.81
Louisiana;Gulledge;Charlotee;3;324.12;787.66;521.09;1563.27
Louisiana;Haemon;Alanna;7;102.52;668.91;305.94;2141.59
Louisiana;Hammer;Jose;3;172.98;684.80;510.72;1532.15
Louisiana;Hatterick;E.;5;78.50;643.32;367.49;1837.45
Louisiana;Hawn;Emmett;4;170.32;732.85;455.98;1823.93
Louisiana;Heidi;Pamela;4;441.38;719.78;554.31;2217.26
Louisiana;Helzer;Bernadette;3;95.68;701.74;316.88;950.65
Louisiana;Hemmings;Larasa;6;233.09;504.52;403.79;2422.71
Louisiana;Hendrick;Shaneen;4;224.70;821.06;595.24;2380.96
Louisiana;Henninger;Elinor;4;287.05;942.09;495.21;1980.84
Louisiana;Hicken;J. Alvin;4;107.09;934.99;535.21;2140.83
Louisiana;Hickey;Nellie Jean;3;24.97;701.55;346.05;1038.14
Louisiana;Hicks;Chey;4;236.07;963.69;435.40;1741.62
Louisiana;Highfill;Inez;5;189.04;850.51;511.80;2559.01
Louisiana;Hockreng;Gloria;7;77.54;954.69;695.76;4870.29
Louisiana;Hodgson;Rajiv;2;822.30;922.32;872.31;1744.62
Louisiana;Holderness;Ora;3;253.98;699.06;481.85;1445.56
Louisiana;Houser;Joshua;3;286.11;766.73;558.73;1676.19
Louisiana;Howard;Marchie;8;142.25;835.91;516.30;4130.41
Louisiana;Hsieh;Nattie;4;72.72;751.60;526.66;2106.64
Louisiana;Hughan;Nannie;6;103.30;926.94;466.48;2798.91
Louisiana;Hulett;Zelda;9;62.63;892.91;503.87;4534.86
Louisiana;Hurt;Ana-Marie;5;118.09;750.32;418.89;2094.47
Louisiana;Hutchinson;Merrie;6;114.90;986.65;635.91;3815.48
Louisiana;Ibazeta;Nicki;7;89.47;985.48;415.06;2905.42
Louisiana;Ice;Karie;7;185.99;669.19;380.78;2665.47
Louisiana;Isaacs;Christie;4;176.19;788.86;415.79;1663.16
Louisiana;Ives;Everrett;6;47.52;889.77;324.66;1947.94
Louisiana;Jarmillo;Julio;1;121.08;121.08;121.08;121.08
Louisiana;Jarvis;Darrin;9;229.03;827.48;442.67;3984.07
Louisiana;Jesser;Annemarie;3;237.71;995.53;511.97;1535.92
Louisiana;Johnston;Dora;4;287.58;486.65;403.32;1613.27
Louisiana;Kasimir;Dorine;4;168.73;891.87;432.92;1731.66
Louisiana;Katz;Doyle;6;240.92;790.33;518.16;3108.99
Louisiana;Keiser;Fraidon;4;25.63;786.13;401.70;1606.82
Louisiana;Keller;Crystal;3;250.56;791.59;434.94;1304.83
Louisiana;Kennet;Eddy;5;65.50;416.30;273.63;1368.15
Louisiana;Kerr;Julie;4;381.75;978.11;694.89;2779.58
Louisiana;Kilgore;Theodore;7;59.20;772.03;325.90;2281.33
Louisiana;Kinkead;Dora;8;378.98;894.15;593.50;4748.02
Louisiana;Kinnan;Shelia;2;50.89;189.18;120.03;240.07
Louisiana;Klinger;Randel;5;287.01;899.70;578.53;2892.63
Louisiana;Knapp;Leoncio;2;516.68;612.30;564.49;1128.98
Louisiana;Kneppe;Elke;6;255.14;907.37;541.87;3251.21
Louisiana;Knox;Sumner;2;429.01;785.64;607.33;1214.65
Louisiana;Komma;Evart;6;59.02;999.39;437.44;2624.63
Louisiana;Koon;Estela;13;153.20;992.53;523.13;6800.71
Louisiana;Korber;Karlyn;7;59.99;792.65;443.39;3103.74
Louisiana;Kotc;Lila;6;169.30;970.29;588.93;3533.59
Louisiana;Kubitschek;Dorine;11;97.59;863.00;449.80;4947.82
Louisiana;Kuhn;Epifanio;4;216.50;841.48;612.20;2448.78
Louisiana;Kuntz;Marceline;8;202.48;981.17;698.94;5591.51
Louisiana;Lackey;Tranquilino;7;131.29;925.52;601.85;4212.96
Louisiana;Lafayette;Kenis;6;36.28;889.11;515.85;3095.11
Louisiana;Lang;Geoff;4;248.95;777.40;575.33;2301.33
Louisiana;Lanum;Dane;2;172.60;456.70;314.65;629.30
Louisiana;Larger;Zenin;3;23.94;639.71;293.14;879.42
Louisiana;Laudenslager;Connie;10;66.61;919.87;412.09;4120.87
Louisiana;Lee;Frazier;4;20.38;694.04;317.32;1269.27
Louisiana;Leri;Ada;5;206.25;992.56;518.30;2591.49
Louisiana;Leuer;Marillyn;5;236.04;565.01;418.51;2092.56
Louisiana;Lima;Yumiko;6;47.25;975.96;513.14;3078.85
Louisiana;Lipscomb;Tarryn;8;144.93;845.31;476.90;3815.17
Louisiana;Lorenzo, Jr.;Christa;8;122.10;986.37;369.42;2955.33
Louisiana;Lucariello;Ada;6;27.07;860.66;564.85;3389.12
Louisiana;Luecke;Arturo;7;74.48;577.99;381.98;2673.89
Louisiana;Luecke;Lorenzo;5;340.55;971.00;626.27;3131.35
Louisiana;Lundahl;Perpetua;6;305.44;943.27;616.75;3700.50
Louisiana;Lundin;Lloyd;6;62.09;941.30;513.84;3083.01
Louisiana;Magliocchetti;Wayne;3;241.77;424.26;303.09;909.27
Louisiana;Malanca;Duane;4;728.27;915.64;849.39;3397.55
Louisiana;Maley;Stephan;2;211.27;887.32;549.30;1098.59
Louisiana;Martinez;Derek;6;137.70;944.51;448.66;2691.93
Louisiana;Mastreno;Reva;8;36.97;678.04;363.28;2906.24
Louisiana;Matson;Nettie;3;181.91;896.48;468.09;1404.26
Louisiana;Maul;Masaharu;6;38.46;945.10;293.45;1760.73
Louisiana;Mauro;Barnett;2;144.87;167.94;156.41;312.81
Louisiana;Mc Clane;Barbra;2;754.11;874.86;814.49;1628.97
Louisiana;McAden;Ahmadzai;1;140.31;140.31;140.31;140.31
Louisiana;McCarron;Cena;7;102.72;692.15;398.73;2791.14
Louisiana;McCarthy;Jennifer;6;79.36;929.13;545.45;3272.68
Louisiana;McDaniel;Brad;6;47.15;995.03;522.10;3132.59
Louisiana;McEvilly;Fraidon;4;94.82;944.91;397.05;1588.18
Louisiana;McGrew;F. Wes;10;79.06;769.91;393.77;3937.71
Louisiana;McNight;Philomina;9;64.30;949.03;396.13;3565.14
Louisiana;Megenity;Beata;5;118.07;548.03;321.52;1607.60
Louisiana;Melville;Clark;10;89.87;996.66;490.84;4908.38
Louisiana;Mendoza;Louisa;3;185.47;988.26;519.15;1557.44
Louisiana;Metcalf;Viola;6;133.55;851.74;529.97;3179.82
Louisiana;Meuller;Claudette;5;361.67;885.97;717.31;3586.55
Louisiana;Meuller;Kerri;2;485.40;920.84;703.12;1406.24
Louisiana;Mihalek;Brigid;5;35.58;768.55;413.29;2066.47
Louisiana;Millet;Burdy;5;65.65;715.94;263.08;1315.41
Louisiana;Mingee;Alsy;7;105.71;881.90;569.84;3988.91
Louisiana;Minjarez;Gavin;10;128.85;854.52;609.15;6091.51
Louisiana;Mizer;Shad;3;222.84;512.72;399.53;1198.60
Louisiana;Mizer;Tzipi;7;176.70;930.07;615.03;4305.21
Louisiana;Monarco;Jacquline;7;108.88;984.20;559.96;3919.75
Louisiana;Montour;Kristina;7;355.80;986.39;714.84;5003.85
Louisiana;Morlan;Kathi;5;64.81;994.88;504.90;2524.50
Louisiana;Moy;French;8;154.14;937.60;562.20;4497.56
Louisiana;Moy;Jeanie;8;42.40;856.56;415.49;3323.94
Louisiana;Munsi;Monique;6;84.94;644.10;297.16;1782.93
Louisiana;Nagel;Evelyn;1;52.80;52.80;52.80;52.80
Louisiana;Nejedly;Edwin;4;121.20;701.43;411.56;1646.23
Louisiana;New;Tennie;5;489.88;808.63;677.52;3387.61
Louisiana;Nicholson;Nestor;4;79.01;879.91;607.41;2429.65
Louisiana;Nightingale;Nicky;2;46.31;450.94;248.62;497.25
Louisiana;ONeill;Hilario;9;134.88;965.33;378.58;3407.23
Louisiana;Oneal;Raymond;5;21.10;592.87;339.60;1697.98
Louisiana;Orando;Darwin;2;120.15;611.51;365.83;731.66
Louisiana;Oreskovich;Eunice;4;178.93;823.64;374.81;1499.25
Louisiana;Orr;Rick Nmi;7;187.34;988.85;497.54;3482.80
Louisiana;Otte;Elza;3;384.40;925.92;681.00;2043.01
Louisiana;Owen;Fawn;3;361.01;873.90;579.94;1739.81
Louisiana;Paine;Lieselotte;5;168.18;735.55;354.04;1770.19
