EmployeeSurname;EmployeeFirstname;CustomerState;NumberOfTransactions;MinAmount;MaxAmount;AverageAmount;SumOfAmounts
Choin;Amy;New Hampshire;14;52.37;976.06;567.68;7947.51
Choin;Amy;New Jersey;14;45.65;939.02;469.70;6575.73
Choin;Amy;New Mexico;9;36.12;773.75;388.99;3500.88
Choin;Amy;New York;9;45.61;944.97;448.12;4033.10
Choin;Amy;North Carolina;10;29.48;863.47;451.22;4512.19
Choin;Amy;North Dakota;7;170.88;950.78;531.58;3721.03
Choin;Amy;Ohio;13;44.44;941.73;452.77;5885.97
Choin;Amy;Oklahoma;16;55.42;935.47;407.46;6519.40
Choin;Amy;Oregon;9;123.64;990.51;504.82;4543.40
Choin;Amy;Pennsylvania;8;48.70;936.27;565.49;4523.93
Choin;Amy;Rhode Island;10;162.53;997.46;543.83;5438.33
Choin;Amy;South Carolina;7;180.52;949.44;599.55;4196.84
Choin;Amy;South Dakota;8;87.24;954.14;457.26;3658.04
Choin;Amy;Tennessee;14;34.11;903.09;435.93;6103.08
Choin;Amy;Texas;7;233.67;979.77;598.02;4186.16
Choin;Amy;Utah;11;164.05;953.68;527.54;5802.93
Choin;Amy;Vermont;13;54.11;906.11;361.58;4700.49
Choin;Amy;Virginia;8;309.01;727.15;542.97;4343.77
Choin;Amy;Washington;11;147.41;985.47;547.81;6025.94
Choin;Amy;West Virginia;15;117.91;977.60;481.94;7229.07
Choin;Amy;Wisconsin;13;97.69;945.24;411.64;5351.28
Choin;Amy;Wyoming;9;27.43;784.48;447.24;4025.12
Cole;Rowan;Alabama;10;27.96;914.14;576.19;5761.90
Cole;Rowan;Alaska;7;299.34;896.50;521.10;3647.71
Cole;Rowan;Arizona;9;321.63;585.41;454.93;4094.41
Cole;Rowan;Arkansas;12;58.99;994.44;424.53;5094.32
Cole;Rowan;California;8;261.14;989.35;617.12;4936.96
Cole;Rowan;Colorado;9;284.51;938.51;670.29;6032.64
Cole;Rowan;Connecticut;10;68.04;814.17;405.02;4050.15
Cole;Rowan;Delaware;8;53.21;805.04;384.48;3075.82
Cole;Rowan;Florida;13;222.28;976.48;623.95;8111.32
Cole;Rowan;Georgia;4;95.37;919.39;681.39;2725.56
Cole;Rowan;Hawaii;10;99.75;939.67;475.78;4757.80
Cole;Rowan;Idaho;6;353.87;880.03;596.22;3577.32
Cole;Rowan;Illinois;10;55.10;993.55;556.58;5565.85
Cole;Rowan;Indiana;13;40.13;934.72;506.59;6585.66
Cole;Rowan;Iowa;8;117.89;942.47;490.27;3922.15
Cole;Rowan;Kansas;5;317.01;920.31;634.16;3170.79
Cole;Rowan;Kentucky;10;140.19;955.81;625.51;6255.14
Cole;Rowan;Louisiana;8;101.58;855.71;515.41;4123.28
Cole;Rowan;Maine;10;31.07;936.70;523.46;5234.61
Cole;Rowan;Maryland;15;164.96;928.80;501.14;7517.12
Cole;Rowan;Massachusetts;15;37.73;960.59;511.58;7673.74
Cole;Rowan;Michigan;12;37.22;997.71;473.21;5678.53
Cole;Rowan;Minnesota;5;53.20;651.99;431.32;2156.62
Cole;Rowan;Mississippi;11;26.27;746.60;301.12;3312.31
Cole;Rowan;Missouri;13;21.76;930.01;479.07;6227.95
Cole;Rowan;Montana;7;206.79;951.71;673.40;4713.78
Cole;Rowan;Nebraska;14;75.04;921.52;432.07;6048.95
Cole;Rowan;Nevada;9;46.58;772.77;445.48;4009.32
Cole;Rowan;New Hampshire;7;52.88;815.04;475.21;3326.48
Cole;Rowan;New Jersey;12;218.78;723.90;412.54;4950.46
Cole;Rowan;New Mexico;12;98.92;956.02;476.07;5712.81
Cole;Rowan;New York;6;212.12;808.18;485.24;2911.43
Cole;Rowan;North Carolina;8;192.18;757.46;485.79;3886.32
Cole;Rowan;North Dakota;10;348.93;997.39;632.55;6325.50
Cole;Rowan;Ohio;6;95.66;990.05;336.84;2021.01
Cole;Rowan;Oklahoma;11;113.19;905.72;545.84;6004.28
Cole;Rowan;Oregon;6;61.64;831.62;395.84;2375.07
Cole;Rowan;Pennsylvania;11;129.28;554.99;347.00;3817.00
Cole;Rowan;Rhode Island;8;50.84;859.29;505.27;4042.18
Cole;Rowan;South Carolina;8;23.31;982.32;653.22;5225.73
Cole;Rowan;South Dakota;9;94.47;818.76;432.70;3894.33
Cole;Rowan;Tennessee;6;119.49;682.56;402.22;2413.31
Cole;Rowan;Texas;8;51.43;981.34;605.24;4841.95
Cole;Rowan;Utah;3;408.49;908.73;595.73;1787.19
Cole;Rowan;Vermont;9;58.19;920.66;477.22;4294.98
Cole;Rowan;Virginia;15;70.66;999.28;592.56;8888.47
Cole;Rowan;Washington;9;37.72;965.76;441.16;3970.40
Cole;Rowan;West Virginia;7;31.00;806.96;445.53;3118.74
Cole;Rowan;Wisconsin;9;82.66;895.76;418.61;3767.50
Cole;Rowan;Wyoming;7;102.75;997.88;548.12;3836.84
Colone;Theresa;Alabama;13;53.84;820.52;389.68;5065.78
Colone;Theresa;Alaska;13;64.90;901.43;474.13;6163.72
Colone;Theresa;Arizona;10;47.34;885.33;381.41;3814.10
Colone;Theresa;Arkansas;10;23.12;941.54;473.08;4730.84
Colone;Theresa;California;11;109.73;881.59;435.94;4795.32
Colone;Theresa;Colorado;11;73.30;859.69;501.45;5515.91
Colone;Theresa;Connecticut;9;85.91;855.10;400.58;3605.23
Colone;Theresa;Delaware;13;56.06;901.09;542.24;7049.18
Colone;Theresa;Florida;11;112.01;843.39;520.48;5725.31
Colone;Theresa;Georgia;12;25.37;930.34;504.15;6049.78
Colone;Theresa;Hawaii;10;27.62;823.99;395.10;3950.97
Colone;Theresa;Idaho;9;227.79;979.19;681.73;6135.53
Colone;Theresa;Illinois;10;21.43;611.12;314.56;3145.61
Colone;Theresa;Indiana;8;35.32;512.44;287.71;2301.71
Colone;Theresa;Iowa;8;273.07;958.84;636.44;5091.55
Colone;Theresa;Kansas;10;101.28;970.54;562.92;5629.25
Colone;Theresa;Kentucky;8;137.10;934.36;467.70;3741.59
Colone;Theresa;Louisiana;9;52.17;638.48;302.60;2723.39
Colone;Theresa;Maine;12;78.88;898.63;449.41;5392.95
Colone;Theresa;Maryland;7;85.21;471.33;227.32;1591.25
Colone;Theresa;Massachusetts;12;67.51;937.37;478.44;5741.27
Colone;Theresa;Michigan;10;60.35;939.07;461.58;4615.77
Colone;Theresa;Minnesota;9;57.57;955.32;544.37;4899.33
Colone;Theresa;Mississippi;10;75.70;985.02;531.95;5319.50
Colone;Theresa;Missouri;8;28.57;937.54;536.76;4294.10
Colone;Theresa;Montana;6;91.61;500.64;231.51;1389.04
Colone;Theresa;Nebraska;9;101.32;983.75;598.61;5387.53
Colone;Theresa;Nevada;12;26.52;962.98;446.30;5355.63
Colone;Theresa;New Hampshire;11;29.33;979.99;495.19;5447.10
Colone;Theresa;New Jersey;8;106.44;990.27;653.80;5230.42
Colone;Theresa;New Mexico;2;79.27;878.43;478.85;957.70
Colone;Theresa;New York;6;31.00;533.21;356.64;2139.86
Colone;Theresa;North Carolina;12;190.57;958.62;559.25;6711.01
Colone;Theresa;North Dakota;7;67.70;997.46;451.86;3163.00
Colone;Theresa;Ohio;9;87.93;910.38;559.83;5038.49
Colone;Theresa;Oklahoma;10;198.50;996.14;532.99;5329.92
Colone;Theresa;Oregon;8;65.59;983.59;395.59;3164.69
Colone;Theresa;Pennsylvania;10;34.09;917.58;492.17;4921.67
Colone;Theresa;Rhode Island;10;142.69;986.16;639.08;6390.80
Colone;Theresa;South Carolina;7;238.62;785.37;555.14;3885.96
Colone;Theresa;South Dakota;10;21.32;884.33;478.52;4785.18
Colone;Theresa;Tennessee;10;172.26;790.05;520.60;5205.95
Colone;Theresa;Texas;12;65.10;895.64;560.19;6722.32
Colone;Theresa;Utah;7;585.53;903.22;721.80;5052.63
Colone;Theresa;Vermont;5;259.46;924.40;587.31;2936.56
Colone;Theresa;Virginia;14;124.71;990.19;631.58;8842.13
Colone;Theresa;Washington;10;106.05;970.07;562.38;5623.82
Colone;Theresa;West Virginia;7;126.80;832.28;565.61;3959.29
Colone;Theresa;Wisconsin;11;46.10;807.47;409.80;4507.81
Colone;Theresa;Wyoming;11;172.57;548.11;382.23;4204.49
Connelly;Richard;Alabama;8;271.73;863.71;600.73;4805.82
Connelly;Richard;Alaska;9;31.01;942.19;419.83;3778.44
Connelly;Richard;Arizona;10;90.99;981.49;520.23;5202.29
Connelly;Richard;Arkansas;3;111.62;288.96;197.88;593.65
Connelly;Richard;California;13;171.10;973.62;563.17;7321.20
Connelly;Richard;Colorado;9;94.26;975.63;593.64;5342.73
Connelly;Richard;Connecticut;6;321.21;913.26;613.72;3682.29
Connelly;Richard;Delaware;6;77.28;853.15;287.09;1722.54
Connelly;Richard;Florida;8;82.32;958.43;583.53;4668.23
Connelly;Richard;Georgia;8;62.82;968.75;570.48;4563.87
Connelly;Richard;Hawaii;16;182.35;984.16;644.99;10319.81
Connelly;Richard;Idaho;18;162.06;989.03;581.24;10462.39
Connelly;Richard;Illinois;11;126.29;835.70;526.92;5796.12
Connelly;Richard;Indiana;15;106.51;996.24;657.91;9868.63
Connelly;Richard;Iowa;10;64.91;838.77;420.56;4205.63
Connelly;Richard;Kansas;9;59.52;930.84;440.74;3966.69
Connelly;Richard;Kentucky;13;41.09;961.77;503.08;6540.00
Connelly;Richard;Louisiana;8;228.36;926.94;666.66;5333.26
Connelly;Richard;Maine;12;28.50;783.89;426.44;5117.28
Connelly;Richard;Maryland;11;182.09;999.56;554.17;6095.90
Connelly;Richard;Massachusetts;10;142.12;806.45;452.03;4520.32
Connelly;Richard;Michigan;19;63.06;983.42;528.78;10046.77
Connelly;Richard;Minnesota;12;81.22;964.39;507.43;6089.14
Connelly;Richard;Mississippi;14;106.04;926.82;588.03;8232.46
Connelly;Richard;Missouri;5;462.41;988.51;665.22;3326.08
Connelly;Richard;Montana;10;31.67;995.31;538.32;5383.19
Connelly;Richard;Nebraska;15;64.52;863.80;454.73;6820.89
Connelly;Richard;Nevada;9;87.10;735.95;454.75;4092.75
Connelly;Richard;New Hampshire;9;235.45;998.31;521.83;4696.43
Connelly;Richard;New Jersey;8;114.71;990.12;569.57;4556.53
Connelly;Richard;New Mexico;8;32.10;974.45;449.85;3598.80
Connelly;Richard;New York;22;65.79;993.19;544.45;11977.88
Connelly;Richard;North Carolina;14;86.64;919.22;471.39;6599.51
Connelly;Richard;North Dakota;4;183.09;651.21;432.83;1731.31
Connelly;Richard;Ohio;6;44.07;914.63;559.13;3354.75
Connelly;Richard;Oklahoma;11;141.86;969.24;496.86;5465.50
Connelly;Richard;Oregon;15;76.94;979.12;594.46;8916.83
Connelly;Richard;Pennsylvania;10;32.68;934.29;555.50;5554.99
Connelly;Richard;Rhode Island;8;95.17;987.12;616.57;4932.59
Connelly;Richard;South Carolina;16;23.64;948.43;570.73;9131.72
Connelly;Richard;South Dakota;15;46.49;869.22;431.93;6478.91
Connelly;Richard;Tennessee;10;49.48;770.66;377.21;3772.14
Connelly;Richard;Texas;6;447.53;959.47;762.79;4576.72
Connelly;Richard;Utah;14;100.02;913.81;535.61;7498.53
Connelly;Richard;Vermont;11;52.35;848.68;483.25;5315.79
Connelly;Richard;Virginia;7;142.16;932.30;534.49;3741.40
Connelly;Richard;Washington;13;70.59;945.29;444.33;5776.28
Connelly;Richard;West Virginia;9;119.64;734.42;462.16;4159.47
Connelly;Richard;Wisconsin;10;71.06;750.53;289.06;2890.58
Connelly;Richard;Wyoming;11;21.02;947.82;488.05;5368.50
Conser;Ashley;Alabama;7;87.23;901.79;550.69;3854.80
Conser;Ashley;Alaska;5;36.66;893.11;431.39;2156.94
Conser;Ashley;Arizona;11;256.22;953.38;588.75;6476.27
Conser;Ashley;Arkansas;10;47.87;809.57;409.72;4097.18
Conser;Ashley;California;11;20.63;788.91;441.85;4860.35
Conser;Ashley;Colorado;8;33.93;849.21;281.02;2248.15
Conser;Ashley;Connecticut;8;39.99;756.39;434.97;3479.78
Conser;Ashley;Delaware;14;104.77;933.42;484.65;6785.13
Conser;Ashley;Florida;9;274.92;924.11;597.34;5376.10
Conser;Ashley;Georgia;4;179.37;891.73;453.13;1812.51
Conser;Ashley;Hawaii;11;156.17;961.17;423.95;4663.41
Conser;Ashley;Idaho;10;266.30;848.54;610.00;6099.98
Conser;Ashley;Illinois;10;93.76;997.55;535.76;5357.64
Conser;Ashley;Indiana;11;298.61;966.72;737.84;8116.19
Conser;Ashley;Iowa;5;178.60;958.43;513.36;2566.81
Conser;Ashley;Kansas;8;242.35;921.54;662.72;5301.76
Conser;Ashley;Kentucky;18;316.03;922.37;677.12;12188.22
Conser;Ashley;Louisiana;16;132.24;994.88;478.49;7655.89
Conser;Ashley;Maine;7;125.47;960.29;495.25;3466.76
Conser;Ashley;Maryland;14;29.54;910.97;414.18;5798.52
Conser;Ashley;Massachusetts;9;59.02;942.73;443.91;3995.18
Conser;Ashley;Michigan;9;81.65;962.17;568.40;5115.59
Conser;Ashley;Minnesota;9;156.45;948.50;580.44;5223.94
Conser;Ashley;Mississippi;20;38.88;998.56;588.59;11771.76
Conser;Ashley;Missouri;7;347.64;905.07;663.50;4644.48
Conser;Ashley;Montana;8;118.26;965.67;522.81;4182.44
Conser;Ashley;Nebraska;8;40.47;892.58;383.80;3070.44
Conser;Ashley;Nevada;3;663.45;850.05;729.48;2188.45
Conser;Ashley;New Hampshire;5;231.08;841.09;522.02;2610.08
Conser;Ashley;New Jersey;9;51.39;997.88;412.42;3711.77
Conser;Ashley;New Mexico;13;46.18;996.19;495.96;6447.46
Conser;Ashley;New York;9;454.43;982.98;725.25;6527.26
Conser;Ashley;North Carolina;10;52.57;949.77;388.42;3884.22
Conser;Ashley;North Dakota;10;63.30;951.52;516.71;5167.09
Conser;Ashley;Ohio;8;59.26;957.58;493.67;3949.35
Conser;Ashley;Oklahoma;14;20.78;975.09;442.58;6196.17
Conser;Ashley;Oregon;13;34.86;985.94;514.24;6685.17
Conser;Ashley;Pennsylvania;15;23.66;976.57;605.98;9089.74
Conser;Ashley;Rhode Island;9;293.13;964.36;568.75;5118.77
Conser;Ashley;South Carolina;6;70.24;778.28;343.70;2062.17
Conser;Ashley;South Dakota;9;52.78;955.13;492.68;4434.13
Conser;Ashley;Tennessee;11;127.23;903.72;530.09;5831.04
Conser;Ashley;Texas;3;68.13;438.54;261.26;783.77
Conser;Ashley;Utah;9;58.16;807.89;458.72;4128.50
Conser;Ashley;Vermont;13;51.76;939.46;488.97;6356.58
Conser;Ashley;Virginia;12;61.76;641.65;260.15;3121.75
Conser;Ashley;Washington;12;140.70;966.85;457.73;5492.80
Conser;Ashley;West Virginia;11;22.94;989.73;512.82;5641.07
Conser;Ashley;Wisconsin;5;117.40;961.12;531.82;2659.09
Conser;Ashley;Wyoming;5;41.96;858.60;602.48;3012.38
Contreras;Agatha;Alabama;7;83.74;922.90;635.51;4448.60
Contreras;Agatha;Alaska;5;157.73;769.04;405.26;2026.30
Contreras;Agatha;Arizona;11;36.82;817.28;439.26;4831.91
Contreras;Agatha;Arkansas;6;103.08;987.32;543.81;3262.85
Contreras;Agatha;California;7;33.93;891.91;425.83;2980.80
Contreras;Agatha;Colorado;9;46.96;906.30;564.65;5081.85
Contreras;Agatha;Connecticut;10;78.46;992.13;575.75;5757.45
Contreras;Agatha;Delaware;15;146.29;936.33;583.07;8746.12
Contreras;Agatha;Florida;16;199.84;975.79;615.08;9841.29
Contreras;Agatha;Georgia;9;61.23;927.80;482.74;4344.69
Contreras;Agatha;Hawaii;13;144.71;987.29;755.24;9818.16
Contreras;Agatha;Idaho;11;53.51;884.01;427.58;4703.36
Contreras;Agatha;Illinois;14;121.44;993.30;538.85;7543.84
Contreras;Agatha;Indiana;10;57.61;952.24;599.67;5996.67
Contreras;Agatha;Iowa;17;128.43;945.04;536.79;9125.51
Contreras;Agatha;Kansas;9;150.53;938.74;528.08;4752.76
Contreras;Agatha;Kentucky;9;185.45;927.79;447.32;4025.84
Contreras;Agatha;Louisiana;11;131.57;985.42;571.81;6289.93
Contreras;Agatha;Maine;10;45.69;996.64;525.92;5259.24
Contreras;Agatha;Maryland;14;34.69;997.54;580.40;8125.58
Contreras;Agatha;Massachusetts;14;54.09;948.16;492.82;6899.42
Contreras;Agatha;Michigan;13;53.54;793.96;438.82;5704.69
Contreras;Agatha;Minnesota;11;71.14;991.49;627.92;6907.10
Contreras;Agatha;Mississippi;7;244.10;951.08;480.67;3364.67
Contreras;Agatha;Missouri;6;324.57;820.57;525.12;3150.70
Contreras;Agatha;Montana;12;97.75;997.51;651.22;7814.63
Contreras;Agatha;Nebraska;12;25.13;888.17;446.47;5357.65
Contreras;Agatha;Nevada;14;230.66;958.11;588.52;8239.31
Contreras;Agatha;New Hampshire;11;27.82;860.67;497.05;5467.51
Contreras;Agatha;New Jersey;12;36.87;989.70;419.24;5030.90
Contreras;Agatha;New Mexico;10;40.05;636.22;388.99;3889.87
Contreras;Agatha;New York;7;217.23;622.04;426.24;2983.69
Contreras;Agatha;North Carolina;11;160.65;891.46;456.46;5021.11
Contreras;Agatha;North Dakota;14;36.02;987.71;419.65;5875.06
Contreras;Agatha;Ohio;4;38.10;968.67;588.32;2353.27
Contreras;Agatha;Oklahoma;4;228.07;748.22;523.53;2094.12
Contreras;Agatha;Oregon;12;166.09;904.16;451.48;5417.77
Contreras;Agatha;Pennsylvania;15;92.72;935.87;623.19;9347.82
Contreras;Agatha;Rhode Island;9;117.92;999.61;705.52;6349.68
Contreras;Agatha;South Carolina;9;29.86;982.70;662.18;5959.58
Contreras;Agatha;South Dakota;10;48.22;780.68;378.90;3789.00
Contreras;Agatha;Tennessee;12;80.59;897.20;511.19;6134.32
Contreras;Agatha;Texas;7;217.90;671.21;454.14;3178.97
Contreras;Agatha;Utah;9;48.86;961.93;474.25;4268.28
Contreras;Agatha;Vermont;8;151.35;984.80;560.20;4481.61
Contreras;Agatha;Virginia;16;76.97;967.47;435.13;6962.15
Contreras;Agatha;Washington;8;184.35;983.23;594.65;4757.18
Contreras;Agatha;West Virginia;10;139.17;862.75;477.36;4773.60
Contreras;Agatha;Wisconsin;9;201.19;944.02;650.58;5855.19
Contreras;Agatha;Wyoming;7;159.50;894.70;532.91;3730.38
Cosgrove;Frank;Alabama;14;55.77;999.00;606.76;8494.66
Cosgrove;Frank;Alaska;5;323.45;883.65;634.17;3170.86
Cosgrove;Frank;Arizona;14;214.93;877.17;638.77;8942.74
Cosgrove;Frank;Arkansas;17;91.65;917.87;475.74;8087.53
Cosgrove;Frank;California;13;76.73;978.72;534.39;6947.12
Cosgrove;Frank;Colorado;12;143.04;904.91;463.11;5557.29
Cosgrove;Frank;Connecticut;4;247.25;736.56;482.78;1931.13
Cosgrove;Frank;Delaware;12;273.23;978.69;654.74;7856.86
Cosgrove;Frank;Florida;8;63.81;907.82;534.06;4272.48
Cosgrove;Frank;Georgia;7;289.16;990.24;533.90;3737.32
Cosgrove;Frank;Hawaii;9;72.35;792.26;462.44;4161.92
Cosgrove;Frank;Idaho;6;156.36;741.23;371.68;2230.10
Cosgrove;Frank;Illinois;8;206.65;972.99;510.78;4086.24
Cosgrove;Frank;Indiana;12;20.54;896.97;534.06;6408.77
Cosgrove;Frank;Iowa;11;98.17;967.12;597.24;6569.64
Cosgrove;Frank;Kansas;6;106.71;986.51;510.33;3061.99
Cosgrove;Frank;Kentucky;9;86.05;997.02;561.67;5055.00
Cosgrove;Frank;Louisiana;18;61.23;985.48;562.25;10120.53
Cosgrove;Frank;Maine;12;69.56;934.53;537.42;6448.99
Cosgrove;Frank;Maryland;7;106.72;998.38;513.04;3591.25
Cosgrove;Frank;Massachusetts;10;32.80;998.25;538.90;5388.99
Cosgrove;Frank;Michigan;21;20.82;976.57;494.76;10389.98
Cosgrove;Frank;Minnesota;13;59.06;703.00;283.00;3678.97
Cosgrove;Frank;Mississippi;10;79.24;915.63;493.68;4936.77
Cosgrove;Frank;Missouri;13;140.77;984.06;498.19;6476.51
Cosgrove;Frank;Montana;6;587.12;982.92;810.13;4860.78
Cosgrove;Frank;Nebraska;6;253.87;655.94;504.14;3024.86
Cosgrove;Frank;Nevada;12;41.19;992.68;483.43;5801.16
Cosgrove;Frank;New Hampshire;7;39.45;444.74;259.16;1814.14
Cosgrove;Frank;New Jersey;9;153.66;917.46;624.93;5624.37
Cosgrove;Frank;New Mexico;7;171.93;965.99;690.41;4832.86
Cosgrove;Frank;New York;13;40.91;992.05;632.47;8222.15
Cosgrove;Frank;North Carolina;15;50.64;931.83;542.99;8144.80
Cosgrove;Frank;North Dakota;6;366.08;998.88;781.79;4690.76
Cosgrove;Frank;Ohio;10;157.91;732.28;435.32;4353.17
Cosgrove;Frank;Oklahoma;14;20.74;896.97;465.42;6515.88
Cosgrove;Frank;Oregon;10;40.66;815.73;433.04;4330.37
Cosgrove;Frank;Pennsylvania;12;44.12;959.77;492.81;5913.75
Cosgrove;Frank;Rhode Island;8;28.21;968.34;522.75;4182.00
Cosgrove;Frank;South Carolina;9;43.86;944.10;537.85;4840.61
Cosgrove;Frank;South Dakota;9;92.52;957.92;510.29;4592.61
Cosgrove;Frank;Tennessee;10;128.80;825.82;483.79;4837.94
Cosgrove;Frank;Texas;6;245.43;933.22;724.97;4349.80
Cosgrove;Frank;Utah;14;33.76;996.49;472.47;6614.58
Cosgrove;Frank;Vermont;5;193.88;745.40;483.93;2419.65
Cosgrove;Frank;Virginia;4;443.75;818.54;653.04;2612.14
Cosgrove;Frank;Washington;11;178.80;938.29;554.08;6094.83
Cosgrove;Frank;West Virginia;10;85.74;775.33;471.23;4712.28
Cosgrove;Frank;Wisconsin;11;20.19;971.76;517.05;5687.51
Cosgrove;Frank;Wyoming;8;35.19;930.66;501.10;4008.83
Dahlberg;Stanley;Alabama;11;150.76;888.20;489.52;5384.77
Dahlberg;Stanley;Alaska;9;270.26;990.87;710.16;6391.47
Dahlberg;Stanley;Arizona;15;103.21;749.27;398.88;5983.27
Dahlberg;Stanley;Arkansas;10;217.11;978.47;689.58;6895.80
Dahlberg;Stanley;California;14;24.46;937.77;451.02;6314.28
Dahlberg;Stanley;Colorado;7;136.73;960.58;483.27;3382.90
Dahlberg;Stanley;Connecticut;12;55.22;957.11;400.94;4811.27
Dahlberg;Stanley;Delaware;7;115.91;696.41;462.53;3237.71
Dahlberg;Stanley;Florida;11;30.97;998.90;532.74;5860.10
Dahlberg;Stanley;Georgia;11;137.19;914.72;588.49;6473.43
Dahlberg;Stanley;Hawaii;18;220.95;902.63;533.00;9594.01
Dahlberg;Stanley;Idaho;8;101.71;874.87;607.82;4862.54
Dahlberg;Stanley;Illinois;12;179.24;731.18;380.53;4566.35
Dahlberg;Stanley;Indiana;14;25.85;910.83;357.09;4999.20
Dahlberg;Stanley;Iowa;8;216.72;957.03;690.67;5525.34
Dahlberg;Stanley;Kansas;11;34.58;896.32;421.89;4640.77
Dahlberg;Stanley;Kentucky;12;61.85;981.08;411.63;4939.55
Dahlberg;Stanley;Louisiana;12;30.55;966.66;478.69;5744.26
Dahlberg;Stanley;Maine;10;41.78;949.16;438.22;4382.20
Dahlberg;Stanley;Maryland;11;110.25;998.82;606.26;6668.88
Dahlberg;Stanley;Massachusetts;12;332.60;859.83;541.71;6500.56
Dahlberg;Stanley;Michigan;6;168.35;880.09;476.12;2856.71
Dahlberg;Stanley;Minnesota;16;21.21;986.57;378.62;6057.91
Dahlberg;Stanley;Mississippi;12;84.49;978.51;434.62;5215.45
Dahlberg;Stanley;Missouri;10;30.17;912.67;483.40;4834.00
Dahlberg;Stanley;Montana;13;73.81;974.37;620.07;8060.86
Dahlberg;Stanley;Nebraska;14;47.32;975.46;540.43;7566.04
Dahlberg;Stanley;Nevada;13;24.13;990.93;461.41;5998.38
Dahlberg;Stanley;New Hampshire;15;133.64;932.25;549.37;8240.62
Dahlberg;Stanley;New Jersey;17;192.44;999.35;546.38;9288.48
Dahlberg;Stanley;New Mexico;18;71.59;921.88;530.97;9557.44
Dahlberg;Stanley;New York;6;354.84;882.67;562.79;3376.73
Dahlberg;Stanley;North Carolina;12;59.52;913.20;539.60;6475.17
Dahlberg;Stanley;North Dakota;13;31.65;942.82;509.14;6618.81
Dahlberg;Stanley;Ohio;12;126.79;979.90;581.48;6977.75
Dahlberg;Stanley;Oklahoma;11;203.50;957.46;588.95;6478.41
Dahlberg;Stanley;Oregon;7;40.68;858.16;407.77;2854.41
Dahlberg;Stanley;Pennsylvania;13;99.69;968.41;545.88;7096.38
Dahlberg;Stanley;Rhode Island;16;69.65;986.84;549.56;8792.96
Dahlberg;Stanley;South Carolina;9;41.42;860.78;405.96;3653.65
Dahlberg;Stanley;South Dakota;9;21.63;779.49;549.96;4949.64
Dahlberg;Stanley;Tennessee;12;51.80;999.58;483.51;5802.13
Dahlberg;Stanley;Texas;8;66.57;986.23;546.60;4372.83
Dahlberg;Stanley;Utah;6;541.85;991.67;802.60;4815.60
Dahlberg;Stanley;Vermont;12;58.44;849.53;496.80;5961.56
Dahlberg;Stanley;Virginia;6;88.64;886.31;422.37;2534.23
Dahlberg;Stanley;Washington;6;159.39;973.16;587.38;3524.31
Dahlberg;Stanley;West Virginia;13;65.70;976.29;564.28;7335.65
Dahlberg;Stanley;Wisconsin;9;113.36;795.45;417.90;3761.06
Dahlberg;Stanley;Wyoming;8;43.57;768.45;372.40;2979.21
Delgado;Priscila;Alabama;9;33.17;920.66;475.88;4282.89
Delgado;Priscila;Alaska;11;34.21;967.09;487.37;5361.08
Delgado;Priscila;Arizona;9;190.05;963.53;588.77;5298.89
Delgado;Priscila;Arkansas;8;101.51;868.29;571.58;4572.63
Delgado;Priscila;California;11;32.00;968.58;487.45;5361.92
Delgado;Priscila;Colorado;5;81.44;855.55;470.49;2352.45
Delgado;Priscila;Connecticut;12;23.85;774.43;345.57;4146.83
Delgado;Priscila;Delaware;10;56.91;965.81;519.14;5191.36
Delgado;Priscila;Florida;11;37.69;936.04;367.18;4038.99
Delgado;Priscila;Georgia;9;66.06;894.35;566.31;5096.77
Delgado;Priscila;Hawaii;8;54.98;707.88;471.69;3773.49
Delgado;Priscila;Idaho;7;97.77;581.86;426.44;2985.09
Delgado;Priscila;Illinois;13;30.92;790.61;492.82;6406.60
Delgado;Priscila;Indiana;10;144.98;695.00;416.20;4161.95
Delgado;Priscila;Iowa;11;32.91;940.90;590.20;6492.15
Delgado;Priscila;Kansas;4;81.12;576.21;303.30;1213.21
Delgado;Priscila;Kentucky;10;150.70;981.15;671.58;6715.81
Delgado;Priscila;Louisiana;11;233.09;962.86;545.92;6005.17
Delgado;Priscila;Maine;13;99.86;891.63;529.88;6888.41
Delgado;Priscila;Maryland;6;420.49;913.01;674.14;4044.81
